# #id    turkerid    label    a1    a2
arg246334_arg613494	A1WXGWALMQ2EE7	a2	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	No one has ever waged a war in the name of atheism.
arg246334_arg613494	A32WQV2ZCBZHEP	a2	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	No one has ever waged a war in the name of atheism.
arg246334_arg613494	AP6UK6XLJ6J3P	a1	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	No one has ever waged a war in the name of atheism.
arg246334_arg613494	A23AATS9XFHHZM	a1	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	No one has ever waged a war in the name of atheism.
arg246334_arg613494	A2VFFH9ZF78AXM	equal	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	No one has ever waged a war in the name of atheism.
arg246334_arg488146	A3TKD7EJ6BM0M5	a1	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	Christianity: belief in rape, genocide, hell fire, unscientific claims, superstition, eternal torture, pedophilia, incest, matricide, infanticide, bestiality, talking donkeys, talking snakes, etc Atheism: the rejection of these claims based on logic, observation, and common sense
arg246334_arg488146	A29H76PRANC3J7	a1	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	Christianity: belief in rape, genocide, hell fire, unscientific claims, superstition, eternal torture, pedophilia, incest, matricide, infanticide, bestiality, talking donkeys, talking snakes, etc Atheism: the rejection of these claims based on logic, observation, and common sense
arg246334_arg488146	A15O1N2NPS6GW4	a2	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	Christianity: belief in rape, genocide, hell fire, unscientific claims, superstition, eternal torture, pedophilia, incest, matricide, infanticide, bestiality, talking donkeys, talking snakes, etc Atheism: the rejection of these claims based on logic, observation, and common sense
arg246334_arg488146	A3A4GDZBRQOGDS	a1	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	Christianity: belief in rape, genocide, hell fire, unscientific claims, superstition, eternal torture, pedophilia, incest, matricide, infanticide, bestiality, talking donkeys, talking snakes, etc Atheism: the rejection of these claims based on logic, observation, and common sense
arg246334_arg488146	A2NL8M72NKCPS0	a2	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	Christianity: belief in rape, genocide, hell fire, unscientific claims, superstition, eternal torture, pedophilia, incest, matricide, infanticide, bestiality, talking donkeys, talking snakes, etc Atheism: the rejection of these claims based on logic, observation, and common sense
arg230365_arg246334	A177ZHG2QYEYYC	a2	I'd like to point out how few disputs there are on the Christian side, that's cuz free minded people dont need to convince other's. We know that there isn't a god, and that its up to us to make our lives.	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.
arg230365_arg246334	APA9JOB75NMLF	equal	I'd like to point out how few disputs there are on the Christian side, that's cuz free minded people dont need to convince other's. We know that there isn't a god, and that its up to us to make our lives.	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.
arg230365_arg246334	A3VNGML9U6OLA8	a2	I'd like to point out how few disputs there are on the Christian side, that's cuz free minded people dont need to convince other's. We know that there isn't a god, and that its up to us to make our lives.	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.
arg230365_arg246334	A2G3PIM4E90SFA	a2	I'd like to point out how few disputs there are on the Christian side, that's cuz free minded people dont need to convince other's. We know that there isn't a god, and that its up to us to make our lives.	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.
